id,city,date,time,severity,weather_condition,road_condition,num_vehicles,latitude,longitude,hour,month,year,month_year,period
242,Chicago,2023-02-28,01:26,Low,Cloudy,Slippery,2,38.1551,-113.1817,1,2,2023,2023-02,Night
243,Chicago,2023-02-19,07:17,Medium,Clear,Dry,4,31.8943,-81.3013,7,2,2023,2023-02,Day
244,Dallas,2023-01-10,09:15,Medium,Rain,Dry,2,32.0071,-72.6612,9,1,2023,2023-01,Day
245,Austin,2022-11-12,19:24,Low,Clear,Icy,5,28.1309,-105.3254,19,11,2022,2022-11,Night
246,Indianapolis,2022-02-16,13:11,High,Clear,Wet,4,47.2586,-81.3373,13,2,2022,2022-02,Day
247,San Jose,2022-10-30,11:52,Low,Cloudy,Dry,5,29.1383,-82.0839,11,10,2022,2022-10,Day
248,Charlotte,2021-02-25,22:29,Low,Fog,Icy,1,43.8362,-80.6258,22,2,2021,2021-02,Night
249,San Diego,2023-04-18,17:08,Low,Rain,Wet,4,26.7012,-70.4836,17,4,2023,2023-04,Day
250,Phoenix,2023-09-09,15:34,High,Rain,Wet,3,41.1376,-79.7606,15,9,2023,2023-09,Day
251,San Diego,2021-06-24,06:15,Low,Rain,Dry,4,47.2367,-104.757,6,6,2021,2021-06,Day
252,Los Angeles,2023-06-01,06:06,Medium,Rain,Wet,5,30.0837,-102.5458,6,6,2023,2023-06,Day
253,Dallas,2023-08-07,18:37,Low,Windy,Dry,3,34.5674,-71.9902,18,8,2023,2023-08,Night
254,New York,2021-08-26,19:46,Low,Rain,Dry,4,33.0109,-116.9236,19,8,2021,2021-08,Night
255,New York,2023-07-16,10:19,Medium,Clear,Dry,1,40.5742,-113.4536,10,7,2023,2023-07,Day
256,Los Angeles,2022-05-15,14:35,Medium,Hail,Dry,4,39.4845,-112.3079,14,5,2022,2022-05,Day
257,San Antonio,2023-06-05,12:47,Low,Rain,Dry,2,29.733,-82.8791,12,6,2023,2023-06,Day
258,Columbus,2021-05-09,15:51,Low,Clear,Dry,3,40.4261,-96.5468,15,5,2021,2021-05,Day
259,Houston,2022-10-04,16:39,Low,Clear,Dry,2,43.716,-85.2886,16,10,2022,2022-10,Day
260,New York,2022-09-02,21:37,Low,Clear,Dry,2,33.586,-114.6494,21,9,2022,2022-09,Night
261,Philadelphia,2023-03-07,12:08,Medium,Rain,Wet,2,37.763,-96.5386,12,3,2023,2023-03,Day
262,Houston,2021-10-15,08:53,Low,Clear,Dry,2,29.488,-102.0349,8,10,2021,2021-10,Day
263,Dallas,2023-11-02,17:26,Medium,Snow,Dry,1,38.0041,-80.6142,17,11,2023,2023-11,Day
264,Los Angeles,2022-03-28,10:17,Low,Fog,Wet,4,37.6437,-116.113,10,3,2022,2022-03,Day
265,Austin,2021-08-22,09:34,Low,Snow,Dry,4,37.5661,-70.5317,9,8,2021,2021-08,Day
266,San Jose,2021-07-29,18:41,Low,Windy,Dry,3,44.8306,-117.4769,18,7,2021,2021-07,Night
267,Los Angeles,2021-08-29,18:15,Medium,Rain,Slippery,5,39.5537,-113.369,18,8,2021,2021-08,Night
268,Los Angeles,2021-10-13,19:52,Low,Clear,Dry,5,28.8727,-71.092,19,10,2021,2021-10,Night
269,Indianapolis,2022-08-23,10:17,Medium,Cloudy,Icy,2,47.1438,-81.1441,10,8,2022,2022-08,Day
270,San Diego,2021-05-02,23:55,Medium,Clear,Dry,3,44.0551,-82.4034,23,5,2021,2021-05,Night
271,San Diego,2023-03-16,13:36,Medium,Clear,Dry,1,34.2656,-83.0103,13,3,2023,2023-03,Day
272,Chicago,2023-01-26,13:31,Low,Fog,Wet,4,39.6013,-85.741,13,1,2023,2023-01,Day
273,Los Angeles,2021-05-10,19:25,Medium,Clear,Dry,3,32.7684,-91.9475,19,5,2021,2021-05,Night
274,Dallas,2023-09-21,19:57,Low,Clear,Icy,4,25.3745,-73.6695,19,9,2023,2023-09,Night
275,Indianapolis,2021-11-20,12:00,Medium,Windy,Slippery,3,28.6565,-73.4983,12,11,2021,2021-11,Day
276,Los Angeles,2022-07-16,06:23,Low,Cloudy,Dry,4,39.3889,-84.2486,6,7,2022,2022-07,Day
277,Dallas,2022-04-25,12:05,Low,Rain,Dry,2,36.9472,-98.8565,12,4,2022,2022-04,Day
278,New York,2021-01-17,17:52,High,Rain,Dry,2,33.8106,-84.0003,17,1,2021,2021-01,Day
279,Columbus,2021-07-29,06:23,Low,Fog,Icy,2,39.7563,-86.7889,6,7,2021,2021-07,Day
280,San Antonio,2021-05-21,14:00,Low,Clear,Dry,2,46.1576,-89.964,14,5,2021,2021-05,Day
281,Columbus,2023-06-26,20:05,Low,Clear,Wet,3,47.1547,-105.6458,20,6,2023,2023-06,Night
282,New York,2021-10-14,09:41,Medium,Rain,Wet,1,44.5015,-87.7629,9,10,2021,2021-10,Day
283,Phoenix,2022-09-10,08:38,Medium,Clear,Dry,2,36.3824,-116.1373,8,9,2022,2022-09,Day
284,Phoenix,2023-10-21,16:04,High,Windy,Slippery,2,33.8973,-78.3734,16,10,2023,2023-10,Day
285,Los Angeles,2023-05-12,11:43,Medium,Windy,Dry,5,26.5532,-108.3664,11,5,2023,2023-05,Day
286,Houston,2021-03-23,21:50,Low,Fog,Icy,4,41.1416,-117.7138,21,3,2021,2021-03,Night
287,New York,2021-11-09,09:19,High,Hail,Dry,3,33.9868,-89.0167,9,11,2021,2021-11,Day
288,Dallas,2021-05-16,10:27,High,Clear,Dry,4,27.6677,-90.1606,10,5,2021,2021-05,Day
289,San Diego,2021-04-23,10:47,Low,Clear,Dry,1,28.7682,-72.4432,10,4,2021,2021-04,Day
290,Dallas,2023-12-08,14:52,Low,Clear,Icy,3,41.8575,-115.8611,14,12,2023,2023-12,Day
291,Los Angeles,2021-03-02,11:27,Low,Fog,Wet,1,36.4114,-95.4393,11,3,2021,2021-03,Day
292,Los Angeles,2021-04-24,13:36,Low,Fog,Slippery,1,30.2533,-95.5411,13,4,2021,2021-04,Day
293,Los Angeles,2021-04-01,20:00,Medium,Clear,Dry,1,37.7159,-74.4747,20,4,2021,2021-04,Night
294,Houston,2023-05-09,08:15,Medium,Clear,Dry,3,27.7462,-86.9871,8,5,2023,2023-05,Day
295,Phoenix,2021-04-18,07:51,Low,Clear,Slippery,3,42.7911,-105.8437,7,4,2021,2021-04,Day
296,Chicago,2021-06-26,15:00,Low,Fog,Wet,2,35.6703,-91.2321,15,6,2021,2021-06,Day
297,Los Angeles,2023-10-08,23:49,High,Fog,Dry,1,46.4451,-120.7567,23,10,2023,2023-10,Night
298,Columbus,2022-12-11,16:44,High,Clear,Wet,3,27.3908,-94.4496,16,12,2022,2022-12,Day
299,Indianapolis,2022-05-03,12:03,Low,Clear,Dry,2,45.6376,-94.9725,12,5,2022,2022-05,Day
300,New York,2023-02-02,13:47,Low,Clear,Icy,1,38.6136,-118.7613,13,2,2023,2023-02,Day
301,Jacksonville,2021-09-25,08:16,High,Clear,Icy,3,32.3153,-107.8583,8,9,2021,2021-09,Day
302,San Jose,2021-06-02,21:08,Medium,Clear,Dry,4,32.2228,-115.7217,21,6,2021,2021-06,Night
303,Houston,2023-01-04,22:13,Medium,Snow,Dry,3,44.0069,-85.7623,22,1,2023,2023-01,Night
304,Chicago,2021-03-24,08:54,Low,Clear,Dry,5,26.1259,-106.4603,8,3,2021,2021-03,Day
305,Jacksonville,2021-12-23,02:25,Medium,Rain,Dry,1,43.4896,-114.7308,2,12,2021,2021-12,Night
306,Indianapolis,2021-01-25,05:49,Low,Snow,Dry,1,38.3934,-108.5413,5,1,2021,2021-01,Night
307,Los Angeles,2021-06-03,02:04,Medium,Snow,Dry,3,27.8181,-73.0014,2,6,2021,2021-06,Night
308,Houston,2021-04-14,07:36,Medium,Rain,Dry,4,28.9746,-110.8348,7,4,2021,2021-04,Day
309,Columbus,2022-01-19,09:28,Low,Rain,Dry,3,36.4745,-76.0955,9,1,2022,2022-01,Day
310,Chicago,2023-09-09,05:17,Medium,Rain,Icy,2,39.5074,-80.2873,5,9,2023,2023-09,Night
311,Dallas,2021-02-09,23:50,Medium,Fog,Dry,5,36.555,-101.8042,23,2,2021,2021-02,Night
312,Los Angeles,2022-01-04,02:38,High,Fog,Dry,4,37.1769,-82.1242,2,1,2022,2022-01,Night
313,Los Angeles,2022-04-22,22:06,Low,Rain,Icy,1,42.5731,-72.7143,22,4,2022,2022-04,Night
314,Indianapolis,2023-03-07,11:53,Low,Clear,Dry,3,46.0215,-120.5333,11,3,2023,2023-03,Day
315,New York,2022-12-22,22:36,High,Snow,Icy,4,37.4689,-112.871,22,12,2022,2022-12,Night
316,San Antonio,2021-03-19,06:14,Low,Rain,Dry,5,29.6337,-115.2145,6,3,2021,2021-03,Day
317,Jacksonville,2021-12-30,21:54,Low,Clear,Wet,2,42.8104,-77.983,21,12,2021,2021-12,Night
318,Dallas,2023-01-18,22:23,Medium,Rain,Dry,3,28.1384,-113.8098,22,1,2023,2023-01,Night
319,San Diego,2023-06-14,19:31,Low,Hail,Wet,5,43.1008,-110.3917,19,6,2023,2023-06,Night
320,Dallas,2021-12-26,11:46,Low,Fog,Slippery,5,34.0068,-70.2973,11,12,2021,2021-12,Day
321,Charlotte,2021-03-08,07:20,High,Clear,Wet,4,28.2348,-83.2421,7,3,2021,2021-03,Day
322,Los Angeles,2022-05-03,11:20,High,Clear,Wet,3,35.2725,-108.209,11,5,2022,2022-05,Day
323,Los Angeles,2022-05-27,17:22,Low,Clear,Dry,4,47.2893,-76.0033,17,5,2022,2022-05,Day
324,Philadelphia,2023-10-07,20:22,Low,Rain,Slippery,2,28.7411,-118.1671,20,10,2023,2023-10,Night
325,Los Angeles,2021-03-10,10:20,Low,Clear,Slippery,2,41.8357,-93.5536,10,3,2021,2021-03,Day
326,Columbus,2021-07-10,11:39,Medium,Clear,Wet,5,45.4643,-113.8306,11,7,2021,2021-07,Day
327,Houston,2021-07-27,11:12,Medium,Cloudy,Wet,3,31.8402,-117.0124,11,7,2021,2021-07,Day
328,Phoenix,2023-03-16,15:53,Low,Clear,Dry,5,36.0476,-116.9567,15,3,2023,2023-03,Day
329,Indianapolis,2022-02-28,07:18,Medium,Clear,Icy,4,36.2492,-87.6259,7,2,2022,2022-02,Day
330,Los Angeles,2021-07-06,17:24,High,Clear,Dry,3,35.114,-108.3032,17,7,2021,2021-07,Day
331,San Jose,2022-07-05,15:09,Medium,Clear,Dry,5,34.5217,-82.6642,15,7,2022,2022-07,Day
332,Chicago,2022-04-11,15:53,Medium,Hail,Wet,4,38.1724,-109.7466,15,4,2022,2022-04,Day
333,Jacksonville,2022-09-05,06:57,Low,Rain,Wet,5,40.5833,-89.7458,6,9,2022,2022-09,Day
334,Los Angeles,2021-09-04,22:28,High,Hail,Icy,2,25.9815,-117.9248,22,9,2021,2021-09,Night
335,San Antonio,2023-06-11,08:52,High,Clear,Slippery,1,27.0016,-93.0691,8,6,2023,2023-06,Day
336,Houston,2022-10-30,20:33,High,Fog,Wet,5,42.9788,-116.149,20,10,2022,2022-10,Night
337,San Antonio,2021-11-03,07:37,High,Clear,Dry,1,43.0721,-76.8913,7,11,2021,2021-11,Day
338,Chicago,2022-12-06,20:16,Medium,Rain,Dry,3,34.2684,-89.8513,20,12,2022,2022-12,Night
339,Columbus,2023-04-03,03:56,Medium,Clear,Dry,3,45.6317,-120.9479,3,4,2023,2023-04,Night
340,Phoenix,2022-09-13,10:53,Medium,Clear,Slippery,2,31.9111,-83.3264,10,9,2022,2022-09,Day
341,San Antonio,2022-10-20,09:26,Low,Clear,Slippery,4,42.0417,-82.5063,9,10,2022,2022-10,Day
342,Austin,2023-02-05,19:32,Low,Fog,Dry,5,45.2246,-120.4947,19,2,2023,2023-02,Night
343,Jacksonville,2022-01-30,20:12,Low,Rain,Slippery,2,31.3015,-79.1777,20,1,2022,2022-01,Night
344,New York,2023-11-01,12:59,Low,Clear,Wet,2,47.092,-97.3217,12,11,2023,2023-11,Day
345,Columbus,2022-12-18,11:53,Medium,Rain,Dry,4,26.142,-77.6013,11,12,2022,2022-12,Day
346,Los Angeles,2022-03-15,20:41,Low,Rain,Wet,1,35.9042,-115.1197,20,3,2022,2022-03,Night
347,Los Angeles,2021-12-21,16:00,Medium,Cloudy,Wet,3,34.7476,-102.4233,16,12,2021,2021-12,Day
348,Houston,2022-12-16,13:13,Medium,Snow,Dry,1,25.169,-70.0297,13,12,2022,2022-12,Day
349,San Antonio,2023-02-06,15:38,Low,Clear,Dry,3,39.7337,-77.2024,15,2,2023,2023-02,Day
350,San Diego,2022-06-19,17:57,Low,Rain,Dry,1,43.5249,-80.2771,17,6,2022,2022-06,Day
351,New York,2023-04-08,17:43,Low,Rain,Dry,4,34.3058,-83.6899,17,4,2023,2023-04,Day
352,Los Angeles,2022-01-24,11:45,Medium,Fog,Slippery,3,36.6682,-78.0382,11,1,2022,2022-01,Day
353,New York,2022-01-06,10:30,Low,Snow,Icy,2,46.7792,-75.2213,10,1,2022,2022-01,Day
354,Dallas,2021-07-02,08:14,Low,Fog,Dry,3,38.4681,-97.8844,8,7,2021,2021-07,Day
355,San Diego,2021-08-30,13:55,Medium,Rain,Dry,2,36.511,-76.8901,13,8,2021,2021-08,Day
356,New York,2023-02-21,14:26,High,Clear,Dry,4,47.7054,-75.5721,14,2,2023,2023-02,Day
357,Dallas,2023-07-27,07:55,Medium,Rain,Wet,2,32.2085,-118.9833,7,7,2023,2023-07,Day
358,San Jose,2023-07-15,09:48,Medium,Clear,Icy,1,27.9763,-99.447,9,7,2023,2023-07,Day
359,Chicago,2023-05-30,12:30,Low,Clear,Dry,1,45.5161,-82.6439,12,5,2023,2023-05,Day
360,New York,2023-12-24,08:43,Medium,Clear,Slippery,3,27.9654,-102.0554,8,12,2023,2023-12,Day
361,New York,2022-09-19,07:52,High,Rain,Wet,5,32.7702,-75.8253,7,9,2022,2022-09,Day
362,Phoenix,2021-10-02,11:57,Medium,Clear,Slippery,4,25.4399,-110.3353,11,10,2021,2021-10,Day
363,San Antonio,2021-09-26,08:01,Low,Clear,Wet,1,33.6294,-88.7033,8,9,2021,2021-09,Day
364,San Diego,2021-04-10,16:03,Medium,Clear,Wet,4,35.2192,-115.5731,16,4,2021,2021-04,Day
365,Los Angeles,2022-06-02,13:09,Medium,Clear,Dry,1,40.2371,-107.9612,13,6,2022,2022-06,Day
366,New York,2021-10-08,12:57,Medium,Clear,Dry,1,36.448,-90.3319,12,10,2021,2021-10,Day
367,Chicago,2022-06-23,19:12,Medium,Clear,Wet,2,40.8287,-97.0055,19,6,2022,2022-06,Night
368,New York,2022-04-26,00:42,Low,Rain,Dry,1,42.9291,-118.0975,0,4,2022,2022-04,Night
369,Los Angeles,2021-07-27,21:41,High,Clear,Dry,1,43.7031,-76.5447,21,7,2021,2021-07,Night
370,Chicago,2022-08-19,11:43,Medium,Clear,Icy,1,25.2225,-114.8035,11,8,2022,2022-08,Day
371,Houston,2021-12-16,11:57,Medium,Snow,Dry,3,29.206,-101.1596,11,12,2021,2021-12,Day
372,Dallas,2023-07-24,09:24,Medium,Clear,Slippery,2,27.6003,-85.7992,9,7,2023,2023-07,Day
373,Los Angeles,2021-05-01,23:54,Medium,Rain,Icy,4,29.169,-102.253,23,5,2021,2021-05,Night
374,Dallas,2023-01-05,16:55,High,Hail,Dry,4,27.5976,-100.6132,16,1,2023,2023-01,Day
375,Chicago,2021-04-05,05:41,Medium,Rain,Icy,5,41.6468,-110.3528,5,4,2021,2021-04,Night
376,Dallas,2022-11-24,14:44,Low,Rain,Dry,3,40.2653,-88.647,14,11,2022,2022-11,Day
377,Columbus,2021-11-01,19:35,Medium,Clear,Slippery,5,44.5234,-77.7027,19,11,2021,2021-11,Night
378,Chicago,2021-12-05,05:31,Low,Clear,Wet,5,39.7963,-101.0296,5,12,2021,2021-12,Night
379,Austin,2022-04-27,06:28,Medium,Snow,Dry,1,47.5554,-83.2476,6,4,2022,2022-04,Day
380,New York,2021-02-06,06:26,Medium,Snow,Icy,5,39.6634,-75.7142,6,2,2021,2021-02,Day
381,Indianapolis,2022-02-28,17:29,Low,Clear,Dry,4,32.6354,-82.0943,17,2,2022,2022-02,Day
382,Dallas,2023-08-27,18:23,Low,Fog,Dry,3,33.1682,-89.0496,18,8,2023,2023-08,Night
383,Dallas,2022-08-21,15:23,Low,Clear,Dry,4,27.4601,-90.2357,15,8,2022,2022-08,Day
384,Houston,2022-01-20,07:54,Medium,Fog,Wet,1,42.4144,-119.582,7,1,2022,2022-01,Day
385,Houston,2021-09-10,18:28,Medium,Rain,Under Construction,1,37.1984,-119.4743,18,9,2021,2021-09,Night
386,Charlotte,2023-06-06,19:30,Medium,Cloudy,Wet,2,41.8014,-115.3241,19,6,2023,2023-06,Night
387,Columbus,2023-03-05,17:38,Medium,Clear,Under Construction,2,31.2927,-71.8931,17,3,2023,2023-03,Day
388,New York,2022-08-26,13:08,Medium,Cloudy,Wet,5,44.7963,-84.9825,13,8,2022,2022-08,Day
389,Dallas,2022-03-22,08:39,Medium,Cloudy,Dry,2,36.5895,-85.8958,8,3,2022,2022-03,Day
390,Chicago,2022-10-23,18:48,Medium,Rain,Wet,4,40.5076,-75.519,18,10,2022,2022-10,Night
391,Houston,2023-12-30,10:54,Low,Clear,Dry,1,40.4158,-111.6051,10,12,2023,2023-12,Day
392,Los Angeles,2021-11-26,23:43,High,Rain,Dry,5,25.743,-79.6706,23,11,2021,2021-11,Night
393,Dallas,2021-07-29,16:43,High,Fog,Wet,2,36.7512,-80.5647,16,7,2021,2021-07,Day
394,Charlotte,2022-08-13,17:03,Low,Hail,Under Construction,3,47.2142,-119.2023,17,8,2022,2022-08,Day
395,San Jose,2022-05-30,08:55,High,Snow,Slippery,3,42.3675,-93.576,8,5,2022,2022-05,Day
396,Chicago,2022-02-07,18:12,Low,Rain,Dry,2,41.9068,-115.7936,18,2,2022,2022-02,Night
397,Los Angeles,2021-03-25,12:35,Low,Snow,Dry,4,41.3229,-113.9501,12,3,2021,2021-03,Day
398,New York,2021-11-11,21:38,High,Rain,Wet,4,43.1679,-93.3917,21,11,2021,2021-11,Night
399,Phoenix,2021-05-30,19:20,High,Rain,Icy,2,34.5664,-94.0741,19,5,2021,2021-05,Night
400,Los Angeles,2021-07-08,11:56,Low,Clear,Dry,5,37.2015,-70.1752,11,7,2021,2021-07,Day
401,Houston,2021-01-19,06:22,High,Rain,Wet,1,40.6987,-105.3113,6,1,2021,2021-01,Day
402,Dallas,2021-08-21,12:34,Low,Rain,Icy,5,43.4648,-98.831,12,8,2021,2021-08,Day
403,Los Angeles,2021-03-31,10:41,Medium,Cloudy,Dry,5,37.2637,-89.3995,10,3,2021,2021-03,Day
404,Los Angeles,2022-03-08,17:49,Medium,Snow,Dry,4,39.8709,-73.1329,17,3,2022,2022-03,Day
405,Chicago,2021-11-11,02:45,Low,Clear,Icy,5,26.6202,-79.2758,2,11,2021,2021-11,Night
406,San Diego,2022-06-14,12:28,Medium,Clear,Wet,5,25.1357,-84.5451,12,6,2022,2022-06,Day
407,New York,2021-05-10,18:37,High,Clear,Wet,3,43.0985,-106.3298,18,5,2021,2021-05,Night
408,Houston,2021-06-27,09:59,Low,Rain,Dry,5,30.0569,-83.1688,9,6,2021,2021-06,Day
409,Chicago,2022-08-28,22:09,High,Hail,Slippery,3,47.02,-121.4202,22,8,2022,2022-08,Night
410,Philadelphia,2021-10-17,07:00,Low,Rain,Dry,2,42.2108,-75.0156,7,10,2021,2021-10,Day
411,San Diego,2022-12-06,08:57,Medium,Clear,Dry,3,29.4695,-112.5694,8,12,2022,2022-12,Day
412,Indianapolis,2021-04-22,20:59,Medium,Rain,Dry,1,30.7658,-111.7343,20,4,2021,2021-04,Night
413,New York,2023-09-25,22:22,Medium,Clear,Wet,2,32.3091,-98.5664,22,9,2023,2023-09,Night
414,Philadelphia,2022-09-19,17:09,Low,Clear,Dry,1,32.2039,-81.1457,17,9,2022,2022-09,Day
415,New York,2023-06-13,09:23,Medium,Snow,Dry,3,42.8196,-96.6775,9,6,2023,2023-06,Day
416,New York,2021-08-11,07:38,Low,Snow,Slippery,2,31.0544,-75.9105,7,8,2021,2021-08,Day
417,New York,2021-06-06,18:57,Medium,Clear,Wet,4,42.6916,-110.9364,18,6,2021,2021-06,Night
418,Columbus,2021-03-17,15:34,Medium,Rain,Dry,4,30.1361,-81.8485,15,3,2021,2021-03,Day
419,Phoenix,2022-08-19,07:32,Low,Rain,Wet,5,40.7357,-82.6253,7,8,2022,2022-08,Day
420,Philadelphia,2021-10-15,13:11,Medium,Snow,Dry,4,46.601,-119.8982,13,10,2021,2021-10,Day
421,Chicago,2023-09-26,08:16,Low,Clear,Slippery,3,33.9261,-74.2691,8,9,2023,2023-09,Day
422,Chicago,2021-04-06,03:41,Medium,Rain,Icy,3,38.3085,-92.3517,3,4,2021,2021-04,Night
423,San Antonio,2023-02-11,17:23,High,Clear,Dry,2,36.8766,-103.6493,17,2,2023,2023-02,Day
424,Columbus,2022-12-08,13:30,Low,Cloudy,Dry,2,26.773,-88.5392,13,12,2022,2022-12,Day
425,Chicago,2022-03-10,07:10,Medium,Clear,Dry,3,41.5659,-96.9611,7,3,2022,2022-03,Day
426,Los Angeles,2023-09-08,13:37,High,Clear,Dry,5,38.624,-114.9943,13,9,2023,2023-09,Day
427,New York,2023-11-16,03:36,Low,Cloudy,Wet,4,38.7852,-92.6926,3,11,2023,2023-11,Night
428,San Diego,2021-02-08,20:46,Low,Clear,Dry,4,44.948,-113.1305,20,2,2021,2021-02,Night
429,San Antonio,2023-04-22,16:50,Medium,Rain,Wet,2,41.6563,-104.1811,16,4,2023,2023-04,Day
430,Los Angeles,2023-07-18,16:04,Low,Clear,Dry,5,40.7405,-79.0213,16,7,2023,2023-07,Day
431,San Antonio,2021-07-17,07:57,Low,Fog,Wet,1,27.1434,-87.7116,7,7,2021,2021-07,Day
432,San Diego,2021-01-03,20:49,Medium,Clear,Slippery,5,34.866,-73.2021,20,1,2021,2021-01,Night
433,Chicago,2023-09-15,19:24,High,Cloudy,Icy,5,27.2475,-115.0381,19,9,2023,2023-09,Night
434,Jacksonville,2023-09-05,18:58,Low,Snow,Dry,2,25.1258,-83.3304,18,9,2023,2023-09,Night
435,Phoenix,2021-01-15,15:07,Low,Clear,Icy,4,33.3322,-113.9515,15,1,2021,2021-01,Day
436,Houston,2022-06-04,09:34,Low,Clear,Wet,2,34.5042,-81.243,9,6,2022,2022-06,Day
437,Philadelphia,2023-09-16,07:35,Low,Clear,Dry,4,41.923,-77.5401,7,9,2023,2023-09,Day
438,San Jose,2021-09-01,18:28,High,Clear,Wet,3,43.4196,-90.0707,18,9,2021,2021-09,Night
439,New York,2021-04-17,07:40,Low,Clear,Slippery,4,27.0272,-108.3192,7,4,2021,2021-04,Day
440,Dallas,2023-01-30,06:02,High,Clear,Wet,3,41.3669,-90.9314,6,1,2023,2023-01,Day
441,New York,2021-12-25,16:28,High,Cloudy,Wet,2,25.773,-90.8252,16,12,2021,2021-12,Day
442,Los Angeles,2023-11-23,17:39,Low,Clear,Dry,2,26.9974,-107.6513,17,11,2023,2023-11,Day
443,Houston,2023-03-30,11:25,Low,Clear,Wet,1,37.6406,-84.2408,11,3,2023,2023-03,Day
444,Los Angeles,2022-12-14,11:52,Medium,Clear,Slippery,5,25.107,-112.8982,11,12,2022,2022-12,Day
445,Phoenix,2023-11-03,06:04,Low,Clear,Wet,3,45.1506,-79.7163,6,11,2023,2023-11,Day
446,Philadelphia,2022-05-28,17:24,Medium,Fog,Under Construction,4,40.6767,-75.3808,17,5,2022,2022-05,Day
447,New York,2021-02-26,13:16,Medium,Windy,Wet,2,43.4037,-100.5538,13,2,2021,2021-02,Day
448,Dallas,2022-12-25,14:00,Low,Clear,Dry,3,26.7487,-73.5674,14,12,2022,2022-12,Day
449,Columbus,2023-09-03,10:13,Low,Cloudy,Wet,2,36.477,-111.6173,10,9,2023,2023-09,Day
450,Los Angeles,2022-05-11,20:13,High,Snow,Dry,1,27.7572,-117.9186,20,5,2022,2022-05,Night
451,Jacksonville,2023-10-06,16:48,High,Snow,Dry,3,36.3238,-70.7612,16,10,2023,2023-10,Day
452,Charlotte,2022-07-17,13:48,Low,Clear,Wet,1,37.0919,-99.9949,13,7,2022,2022-07,Day
453,Jacksonville,2021-03-08,14:25,Medium,Rain,Dry,5,35.5816,-86.1611,14,3,2021,2021-03,Day
454,San Antonio,2021-01-25,17:24,Low,Rain,Dry,5,31.0455,-107.9908,17,1,2021,2021-01,Day
455,Houston,2022-12-04,11:31,Medium,Fog,Dry,4,31.4315,-112.6458,11,12,2022,2022-12,Day
456,Los Angeles,2021-09-26,23:43,Low,Clear,Dry,4,44.6951,-111.8047,23,9,2021,2021-09,Night
457,Los Angeles,2021-11-03,13:00,Medium,Windy,Icy,5,37.2816,-105.5822,13,11,2021,2021-11,Day
458,Jacksonville,2023-09-24,10:35,Low,Clear,Dry,2,43.7178,-97.2199,10,9,2023,2023-09,Day
459,Los Angeles,2021-07-17,13:21,Low,Rain,Icy,3,25.4562,-115.6957,13,7,2021,2021-07,Day
460,San Diego,2022-02-12,15:41,Low,Fog,Dry,5,36.2124,-83.7006,15,2,2022,2022-02,Day
461,Houston,2021-06-10,12:18,High,Snow,Wet,3,34.7018,-90.1599,12,6,2021,2021-06,Day
462,New York,2023-04-09,20:04,Low,Clear,Wet,3,38.9239,-101.4363,20,4,2023,2023-04,Night
463,Dallas,2023-07-01,18:23,Medium,Rain,Dry,1,27.8759,-109.7994,18,7,2023,2023-07,Night
464,Dallas,2022-05-31,21:44,Low,Clear,Dry,4,37.614,-120.629,21,5,2022,2022-05,Night
465,New York,2023-03-25,14:05,Medium,Clear,Slippery,4,32.1155,-109.1354,14,3,2023,2023-03,Day
466,New York,2022-08-05,12:08,High,Clear,Wet,3,44.8775,-97.7059,12,8,2022,2022-08,Day
467,Indianapolis,2022-07-12,15:08,Medium,Clear,Wet,5,35.0045,-88.7311,15,7,2022,2022-07,Day
468,Phoenix,2023-12-30,10:22,Low,Clear,Dry,4,30.9756,-106.2142,10,12,2023,2023-12,Day
469,Jacksonville,2021-01-01,14:48,Low,Rain,Dry,4,46.78,-97.1925,14,1,2021,2021-01,Day
470,Chicago,2021-01-19,18:51,Low,Clear,Dry,4,45.2897,-99.2705,18,1,2021,2021-01,Night
471,San Diego,2022-05-27,07:47,High,Clear,Dry,2,36.882,-80.4021,7,5,2022,2022-05,Day
472,Philadelphia,2022-07-11,10:47,Low,Clear,Dry,2,31.6607,-88.8816,10,7,2022,2022-07,Day
473,Phoenix,2023-07-17,09:39,Low,Clear,Under Construction,1,29.2766,-116.6818,9,7,2023,2023-07,Day
474,Dallas,2022-07-06,07:28,Low,Clear,Dry,3,34.6656,-81.1423,7,7,2022,2022-07,Day
475,Dallas,2023-10-18,23:29,Low,Clear,Icy,2,26.2889,-81.666,23,10,2023,2023-10,Night
476,Los Angeles,2021-05-27,14:11,High,Snow,Icy,1,47.4158,-84.8365,14,5,2021,2021-05,Day
477,Los Angeles,2023-02-28,18:28,High,Clear,Wet,1,36.9862,-70.93,18,2,2023,2023-02,Night
478,Charlotte,2023-08-27,12:19,Low,Fog,Wet,5,36.9813,-108.8277,12,8,2023,2023-08,Day
479,New York,2022-09-04,08:56,Medium,Hail,Dry,4,32.4638,-113.2973,8,9,2022,2022-09,Day
480,San Jose,2022-07-20,15:25,Low,Clear,Icy,4,40.8334,-113.9404,15,7,2022,2022-07,Day
481,New York,2021-07-03,09:31,Medium,Cloudy,Under Construction,1,26.3748,-88.4821,9,7,2021,2021-07,Day
482,Chicago,2021-08-08,07:14,Medium,Rain,Dry,4,41.8633,-120.8897,7,8,2021,2021-08,Day
483,Los Angeles,2023-02-13,11:08,Low,Fog,Wet,5,41.0319,-112.1317,11,2,2023,2023-02,Day
